date,hour,day_of_week,road_id,road_name,jurisdiction,capacity_vph,inflow_vph,avg_speed_kmh,occupancy_percent,rain_mm,temperature_c,humidity_percent,special_event,congestion_percent
2025-01-01,18,2,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,4502,31.6,89.5,0.9,35.5,35.7,0,53.6
2025-01-01,18,2,RD-04,Airport Road,NMC South,5600,7548,22.3,110.0,0.0,33.0,62.1,0,66.5
2025-01-01,18,2,RD-05,Amravati Road,NMC West,7200,2355,44.4,35.3,4.0,23.0,54.2,0,19.6
2025-01-01,18,2,RD-06,Kamptee Road,NMC North,6000,4132,36.8,65.9,0.0,32.6,88.0,0,35.4
2025-01-01,18,2,RD-07,Hingna Industrial Link,NMRDA West-South,4800,2127,44.6,46.2,4.3,33.5,72.4,0,25.2
2025-01-01,18,2,RD-08,Katol Road,NMC North-West,5400,3081,40.5,59.5,0.0,25.9,30.9,0,38.0
2025-01-01,18,2,RD-09,Koradi Road,NMC North,5600,4010,40.0,66.6,0.0,22.0,59.5,0,35.9
2025-01-01,18,2,RD-10,Manewada Road,NMC South-East,5000,5029,33.6,104.6,1.4,27.0,69.3,0,60.9
2025-01-01,18,2,RD-11,Besa Road,NMC South-East,4600,3204,41.2,69.8,2.3,26.8,63.0,0,39.0
2025-01-01,18,2,RD-12,Ring Road - East,NMRDA Ring,7600,3211,40.2,42.1,1.5,24.7,40.5,0,20.1
2025-01-01,19,2,RD-01,Wardha Road (NH-44),NMC South,6000,5928,29.3,99.0,0.0,27.7,77.3,0,57.9
2025-01-01,19,2,RD-02,Outer Ring Road,NMRDA Ring,8500,2812,41.3,32.9,3.1,20.8,48.5,1,20.6
2025-01-01,19,2,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,4019,38.1,79.6,6.0,23.7,56.8,0,46.6
2025-01-01,19,2,RD-04,Airport Road,NMC South,5600,6725,27.7,110.0,1.9,26.2,56.9,0,65.5
2025-01-01,19,2,RD-05,Amravati Road,NMC West,7200,2392,49.9,34.6,2.9,28.1,42.2,0,17.6
2025-01-01,19,2,RD-06,Kamptee Road,NMC North,6000,3820,39.1,60.8,0.0,28.0,35.8,0,36.2
2025-01-01,19,2,RD-07,Hingna Industrial Link,NMRDA West-South,4800,2025,51.2,46.2,0.0,24.6,88.8,0,23.7
2025-01-01,19,2,RD-08,Katol Road,NMC North-West,5400,2941,49.0,52.4,0.0,27.0,54.9,0,28.6
2025-01-01,19,2,RD-09,Koradi Road,NMC North,5600,4144,38.2,77.1,1.9,25.8,50.8,0,43.2
2025-01-01,19,2,RD-10,Manewada Road,NMC South-East,5000,4981,34.2,97.1,3.3,28.3,52.9,0,56.1
2025-01-01,19,2,RD-11,Besa Road,NMC South-East,4600,3753,42.6,85.1,0.0,30.6,80.1,0,47.9
2025-01-01,19,2,RD-12,Ring Road - East,NMRDA Ring,7600,3034,43.4,38.0,0.0,28.3,83.5,0,24.8
2025-01-01,20,2,RD-01,Wardha Road (NH-44),NMC South,6000,5989,27.4,93.7,0.2,31.1,65.4,0,54.5
2025-01-01,20,2,RD-02,Outer Ring Road,NMRDA Ring,8500,3027,40.8,29.9,0.0,29.1,43.7,0,12.3
2025-01-01,20,2,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,4523,37.9,82.9,0.8,22.8,56.6,0,49.9
2025-01-01,20,2,RD-04,Airport Road,NMC South,5600,5870,30.4,109.4,1.8,31.5,73.4,0,62.6
2025-01-01,20,2,RD-05,Amravati Road,NMC West,7200,2355,45.5,30.9,0.0,28.5,77.3,0,19.4
2025-01-01,20,2,RD-06,Kamptee Road,NMC North,6000,3756,37.7,61.1,1.9,24.2,49.0,0,37.1
2025-01-01,20,2,RD-07,Hingna Industrial Link,NMRDA West-South,4800,2109,48.4,44.3,0.0,27.3,49.6,0,24.4
2025-01-01,20,2,RD-08,Katol Road,NMC North-West,5400,2977,45.5,58.6,0.0,27.5,56.6,0,35.8
2025-01-01,20,2,RD-09,Koradi Road,NMC North,5600,3760,38.8,63.4,1.9,26.8,68.2,0,31.1
2025-01-01,20,2,RD-10,Manewada Road,NMC South-East,5000,5244,33.0,103.3,0.1,29.7,51.7,0,62.6
2025-01-01,20,2,RD-11,Besa Road,NMC South-East,4600,3573,42.8,76.4,4.6,19.8,72.8,0,43.0
2025-01-01,20,2,RD-12,Ring Road - East,NMRDA Ring,7600,2951,42.6,40.8,0.1,28.5,59.0,0,22.8
2025-01-01,21,2,RD-01,Wardha Road (NH-44),NMC South,6000,4759,32.3,78.1,0.0,26.8,76.3,0,45.8
2025-01-01,21,2,RD-02,Outer Ring Road,NMRDA Ring,8500,2135,47.9,28.2,2.5,27.5,81.8,0,17.1
2025-01-01,21,2,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,3916,33.0,74.9,1.1,26.2,53.8,1,52.1
2025-01-01,21,2,RD-04,Airport Road,NMC South,5600,5341,31.8,100.0,0.0,28.7,74.2,0,56.3
2025-01-01,21,2,RD-05,Amravati Road,NMC West,7200,2065,49.1,28.4,0.0,32.5,81.2,0,16.9
2025-01-01,21,2,RD-06,Kamptee Road,NMC North,6000,2843,43.1,47.1,4.9,31.1,71.4,0,24.8
2025-01-01,21,2,RD-07,Hingna Industrial Link,NMRDA West-South,4800,1632,54.1,32.4,1.6,32.8,61.2,0,15.2
2025-01-01,21,2,RD-08,Katol Road,NMC North-West,5400,2538,44.1,49.6,0.0,26.3,80.9,0,28.3
2025-01-01,21,2,RD-09,Koradi Road,NMC North,5600,3520,40.6,62.5,1.8,36.9,59.4,0,31.5
2025-01-01,21,2,RD-10,Manewada Road,NMC South-East,5000,3907,42.5,80.7,2.2,32.5,66.9,0,52.3
2025-01-01,21,2,RD-11,Besa Road,NMC South-East,4600,2789,45.1,63.7,0.0,23.3,76.6,0,40.6
2025-01-01,21,2,RD-12,Ring Road - East,NMRDA Ring,7600,2723,44.0,36.2,1.1,28.8,70.5,0,20.7
2025-01-01,22,2,RD-01,Wardha Road (NH-44),NMC South,6000,3057,37.8,51.0,4.3,26.3,76.7,0,34.9
2025-01-01,22,2,RD-02,Outer Ring Road,NMRDA Ring,8500,1369,50.3,12.3,0.0,16.6,67.7,0,10.4
2025-01-01,22,2,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,2241,47.9,36.4,0.9,30.7,53.2,0,21.1
2025-01-01,22,2,RD-04,Airport Road,NMC South,5600,3107,43.1,49.6,2.8,34.8,74.5,0,26.1
2025-01-01,22,2,RD-05,Amravati Road,NMC West,7200,1212,50.9,14.5,0.0,26.9,75.2,0,11.6
2025-01-01,22,2,RD-06,Kamptee Road,NMC North,6000,2039,48.3,32.9,0.0,26.0,75.5,0,13.8
2025-01-01,22,2,RD-07,Hingna Industrial Link,NMRDA West-South,4800,1138,54.1,27.9,0.2,25.9,66.0,0,14.7
2025-01-01,22,2,RD-08,Katol Road,NMC North-West,5400,1575,47.6,33.5,0.0,31.6,46.1,0,22.3
2025-01-01,22,2,RD-09,Koradi Road,NMC North,5600,2207,50.9,40.3,0.0,19.4,52.2,0,20.1
2025-01-01,22,2,RD-10,Manewada Road,NMC South-East,5000,2493,44.3,48.1,1.2,23.4,49.4,0,33.2
2025-01-01,22,2,RD-11,Besa Road,NMC South-East,4600,1787,51.2,36.3,0.4,29.4,64.3,0,20.6
2025-01-01,22,2,RD-12,Ring Road - East,NMRDA Ring,7600,1647,49.4,30.1,1.4,22.6,56.2,0,23.1
2025-01-01,23,2,RD-01,Wardha Road (NH-44),NMC South,6000,3483,34.1,54.8,0.0,28.5,70.3,0,36.7
2025-01-01,23,2,RD-02,Outer Ring Road,NMRDA Ring,8500,1491,49.7,18.2,3.2,37.1,86.8,0,10.7
2025-01-01,23,2,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,2341,48.0,43.4,0.0,26.0,73.6,0,24.3
2025-01-01,23,2,RD-04,Airport Road,NMC South,5600,3386,48.1,56.8,3.1,21.2,51.9,0,36.6
2025-01-01,23,2,RD-05,Amravati Road,NMC West,7200,1173,52.6,20.4,3.8,19.4,41.9,0,13.9
2025-01-01,23,2,RD-06,Kamptee Road,NMC North,6000,1952,49.8,32.3,0.0,30.3,67.3,0,19.7
2025-01-01,23,2,RD-07,Hingna Industrial Link,NMRDA West-South,4800,1083,52.9,22.1,2.4,18.3,84.2,0,13.4
2025-01-01,23,2,RD-08,Katol Road,NMC North-West,5400,1548,51.4,26.1,0.0,25.1,60.4,0,13.3
2025-01-01,23,2,RD-09,Koradi Road,NMC North,5600,2296,45.8,44.9,0.0,29.8,57.2,0,22.0
2025-01-01,23,2,RD-10,Manewada Road,NMC South-East,5000,2484,48.5,50.9,1.8,27.2,93.4,0,29.7
2025-01-01,23,2,RD-11,Besa Road,NMC South-East,4600,1809,52.5,39.2,0.0,29.5,60.1,0,21.9
2025-01-01,23,2,RD-12,Ring Road - East,NMRDA Ring,7600,1655,48.5,21.1,0.0,27.1,45.2,0,16.5
2025-01-02,0,3,RD-01,Wardha Road (NH-44),NMC South,6000,3387,40.7,55.2,0.5,27.8,89.4,0,34.5
2025-01-02,0,3,RD-02,Outer Ring Road,NMRDA Ring,8500,1471,47.6,21.1,0.0,29.3,60.5,0,10.4
2025-01-02,0,3,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,2382,45.0,43.1,0.0,28.2,51.7,0,26.8
2025-01-02,0,3,RD-04,Airport Road,NMC South,5600,3232,39.5,59.7,0.0,22.4,36.6,0,36.9
2025-01-02,0,3,RD-05,Amravati Road,NMC West,7200,1256,52.2,18.6,0.0,25.4,76.1,0,7.4
2025-01-02,0,3,RD-06,Kamptee Road,NMC North,6000,1986,46.7,33.2,0.0,32.3,87.8,0,22.3
2025-01-02,0,3,RD-07,Hingna Industrial Link,NMRDA West-South,4800,1063,56.1,21.6,3.3,27.8,67.5,0,13.8
2025-01-02,0,3,RD-08,Katol Road,NMC North-West,5400,1399,48.0,24.9,2.4,31.1,63.0,0,16.5
2025-01-02,0,3,RD-09,Koradi Road,NMC North,5600,2180,51.8,39.4,0.6,32.4,43.3,0,21.1
2025-01-02,0,3,RD-10,Manewada Road,NMC South-East,5000,2677,45.4,51.1,2.3,33.5,43.4,0,28.6
2025-01-02,0,3,RD-11,Besa Road,NMC South-East,4600,1864,46.6,41.7,0.0,22.1,66.3,0,23.0
2025-01-02,0,3,RD-12,Ring Road - East,NMRDA Ring,7600,1577,51.4,23.3,0.0,21.7,64.8,0,18.4
2025-01-02,1,3,RD-01,Wardha Road (NH-44),NMC South,6000,3418,40.3,62.2,0.5,28.7,47.2,0,32.3
2025-01-02,1,3,RD-02,Outer Ring Road,NMRDA Ring,8500,1468,51.3,17.0,0.0,27.1,51.6,0,12.9
2025-01-02,1,3,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,2088,43.0,41.6,6.4,30.9,67.7,0,19.7
2025-01-02,1,3,RD-04,Airport Road,NMC South,5600,3114,40.8,56.7,1.9,25.0,67.3,0,34.3
2025-01-02,1,3,RD-05,Amravati Road,NMC West,7200,1263,53.7,16.7,2.2,26.6,60.6,0,5.2
2025-01-02,1,3,RD-06,Kamptee Road,NMC North,6000,1910,43.3,33.5,1.4,30.2,76.1,0,21.9
2025-01-02,1,3,RD-07,Hingna Industrial Link,NMRDA West-South,4800,1161,55.3,23.7,0.0,26.2,58.8,0,12.4
2025-01-02,1,3,RD-08,Katol Road,NMC North-West,5400,1596,51.3,26.9,3.0,21.4,69.7,0,16.2
2025-01-02,1,3,RD-09,Koradi Road,NMC North,5600,2237,52.5,39.9,0.0,23.8,56.1,0,23.1
2025-01-02,1,3,RD-10,Manewada Road,NMC South-East,5000,2492,41.9,44.1,2.1,26.7,68.7,0,28.4
2025-01-02,1,3,RD-11,Besa Road,NMC South-East,4600,1840,47.2,32.6,0.0,34.2,84.4,0,17.3
2025-01-02,1,3,RD-12,Ring Road - East,NMRDA Ring,7600,1610,50.6,18.2,0.0,25.2,47.2,0,16.1
2025-01-02,2,3,RD-01,Wardha Road (NH-44),NMC South,6000,3330,40.8,55.6,1.5,27.3,50.0,0,33.4
2025-01-02,2,3,RD-02,Outer Ring Road,NMRDA Ring,8500,1352,50.4,14.6,0.0,28.9,33.8,0,13.6
2025-01-02,2,3,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,2363,48.4,50.7,0.0,28.5,67.8,0,24.3
2025-01-02,2,3,RD-04,Airport Road,NMC South,5600,3642,38.9,63.0,0.0,26.3,60.4,0,37.8
2025-01-02,2,3,RD-05,Amravati Road,NMC West,7200,1341,53.4,19.8,0.0,23.6,41.8,0,11.7
2025-01-02,2,3,RD-06,Kamptee Road,NMC North,6000,2091,43.8,38.7,0.0,27.4,42.9,0,15.8
2025-01-02,2,3,RD-07,Hingna Industrial Link,NMRDA West-South,4800,1175,49.7,21.5,0.0,23.5,50.4,0,10.1
2025-01-02,2,3,RD-08,Katol Road,NMC North-West,5400,1584,52.7,32.8,0.0,25.2,41.1,0,14.2
2025-01-02,2,3,RD-09,Koradi Road,NMC North,5600,2094,48.7,41.2,4.0,29.8,80.1,0,21.9
2025-01-02,2,3,RD-10,Manewada Road,NMC South-East,5000,2500,47.2,49.8,0.0,26.8,81.4,0,28.0
2025-01-02,2,3,RD-11,Besa Road,NMC South-East,4600,1790,50.4,39.6,1.4,35.3,70.3,0,26.3
2025-01-02,2,3,RD-12,Ring Road - East,NMRDA Ring,7600,1658,47.3,17.5,3.6,28.9,70.9,0,6.0
2025-01-02,3,3,RD-01,Wardha Road (NH-44),NMC South,6000,3155,45.2,54.4,0.0,29.5,43.1,0,32.0
2025-01-02,3,3,RD-02,Outer Ring Road,NMRDA Ring,8500,1486,47.4,19.3,1.3,22.8,25.0,0,12.9
2025-01-02,3,3,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,2171,50.0,42.6,0.4,28.9,59.9,0,26.2
2025-01-02,3,3,RD-04,Airport Road,NMC South,5600,3421,41.2,61.7,0.0,21.8,79.7,0,36.6
2025-01-02,3,3,RD-05,Amravati Road,NMC West,7200,1313,52.2,21.5,0.0,22.1,57.1,0,14.8
2025-01-02,3,3,RD-06,Kamptee Road,NMC North,6000,2138,46.2,31.6,0.0,28.1,67.8,0,12.8
2025-01-02,3,3,RD-07,Hingna Industrial Link,NMRDA West-South,4800,1114,55.4,21.1,0.0,25.9,55.6,0,14.0
2025-01-02,3,3,RD-08,Katol Road,NMC North-West,5400,1660,55.8,30.7,0.0,24.6,81.8,0,17.7
2025-01-02,3,3,RD-09,Koradi Road,NMC North,5600,2049,49.0,38.1,0.5,33.7,76.2,0,23.5
2025-01-02,3,3,RD-10,Manewada Road,NMC South-East,5000,2484,42.7,50.4,1.6,27.2,71.3,0,28.0
2025-01-02,3,3,RD-11,Besa Road,NMC South-East,4600,1872,49.2,36.4,0.0,31.1,68.3,0,25.3
2025-01-02,3,3,RD-12,Ring Road - East,NMRDA Ring,7600,1628,48.1,19.1,1.7,31.6,58.2,0,17.0
2025-01-02,4,3,RD-01,Wardha Road (NH-44),NMC South,6000,3283,39.7,51.4,1.0,25.2,40.5,0,29.2
2025-01-02,4,3,RD-02,Outer Ring Road,NMRDA Ring,8500,1487,49.5,20.0,1.1,33.1,49.5,0,10.1
2025-01-02,4,3,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,2367,46.7,45.1,0.0,25.1,38.4,0,22.3
2025-01-02,4,3,RD-04,Airport Road,NMC South,5600,3371,44.1,56.7,0.0,26.4,65.4,0,29.7
2025-01-02,4,3,RD-05,Amravati Road,NMC West,7200,1354,50.2,21.9,0.0,24.8,77.3,0,11.0
2025-01-02,4,3,RD-06,Kamptee Road,NMC North,6000,2108,45.3,33.3,2.3,34.4,58.1,0,18.3
2025-01-02,4,3,RD-07,Hingna Industrial Link,NMRDA West-South,4800,1072,54.5,27.2,2.4,30.6,71.4,0,12.0
2025-01-02,4,3,RD-08,Katol Road,NMC North-West,5400,1541,51.1,26.6,3.3,31.8,71.6,0,18.9
2025-01-02,4,3,RD-09,Koradi Road,NMC North,5600,1959,50.4,32.3,0.0,34.1,39.5,0,16.2
2025-01-02,4,3,RD-10,Manewada Road,NMC South-East,5000,2622,45.1,48.8,2.5,34.9,50.6,0,24.1
2025-01-02,4,3,RD-11,Besa Road,NMC South-East,4600,1758,50.4,40.2,0.3,28.5,51.5,0,25.4
2025-01-02,4,3,RD-12,Ring Road - East,NMRDA Ring,7600,1646,48.9,18.3,1.7,25.8,85.9,0,8.6
2025-01-02,5,3,RD-01,Wardha Road (NH-44),NMC South,6000,3042,45.0,44.3,1.5,32.3,66.7,0,31.4
2025-01-02,5,3,RD-02,Outer Ring Road,NMRDA Ring,8500,1452,50.0,17.4,0.7,28.6,77.0,0,10.3
2025-01-02,5,3,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,2579,47.5,52.4,0.8,14.7,60.5,0,31.8
2025-01-02,5,3,RD-04,Airport Road,NMC South,5600,3431,43.2,64.4,1.9,24.4,73.7,0,37.4
2025-01-02,5,3,RD-05,Amravati Road,NMC West,7200,1353,52.2,20.6,0.0,31.3,84.9,0,14.5
2025-01-02,5,3,RD-06,Kamptee Road,NMC North,6000,2085,45.7,35.4,0.0,29.2,77.4,0,19.8
2025-01-02,5,3,RD-07,Hingna Industrial Link,NMRDA West-South,4800,1133,50.1,27.0,0.4,32.5,41.1,0,13.9
2025-01-02,5,3,RD-08,Katol Road,NMC North-West,5400,1569,54.1,23.2,0.3,17.6,78.9,0,16.1
2025-01-02,5,3,RD-09,Koradi Road,NMC North,5600,1970,45.0,37.4,2.9,20.0,66.0,0,25.2
2025-01-02,5,3,RD-10,Manewada Road,NMC South-East,5000,2452,42.6,45.8,0.0,24.2,74.5,0,23.3
2025-01-02,5,3,RD-11,Besa Road,NMC South-East,4600,1891,50.2,37.9,3.2,23.8,95.0,0,17.7
2025-01-02,5,3,RD-12,Ring Road - East,NMRDA Ring,7600,1595,50.6,16.9,2.6,33.0,68.8,0,10.0
2025-01-02,6,3,RD-01,Wardha Road (NH-44),NMC South,6000,2960,37.7,44.0,0.2,20.7,25.0,0,26.1
2025-01-02,6,3,RD-02,Outer Ring Road,NMRDA Ring,8500,1587,50.9,22.0,0.1,28.3,88.3,0,17.6
2025-01-02,6,3,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,2307,50.4,44.8,5.3,27.1,43.4,0,27.1
2025-01-02,6,3,RD-04,Airport Road,NMC South,5600,3267,39.6,66.0,4.3,28.7,72.5,0,36.5
2025-01-02,6,3,RD-05,Amravati Road,NMC West,7200,1266,53.2,22.9,0.0,26.9,64.5,0,12.3
2025-01-02,6,3,RD-06,Kamptee Road,NMC North,6000,1934,48.4,35.0,0.3,33.8,46.3,0,15.2
2025-01-02,6,3,RD-07,Hingna Industrial Link,NMRDA West-South,4800,1154,52.7,24.5,0.0,23.4,37.2,0,16.2
2025-01-02,6,3,RD-08,Katol Road,NMC North-West,5400,1371,52.7,28.4,1.3,29.8,91.8,0,18.0
2025-01-02,6,3,RD-09,Koradi Road,NMC North,5600,2230,42.5,40.9,0.0,23.7,62.7,0,27.7
2025-01-02,6,3,RD-10,Manewada Road,NMC South-East,5000,2675,48.8,50.3,2.2,38.6,51.1,0,29.3
2025-01-02,6,3,RD-11,Besa Road,NMC South-East,4600,1808,48.4,34.6,0.8,29.8,81.7,0,22.5
2025-01-02,6,3,RD-12,Ring Road - East,NMRDA Ring,7600,1635,48.9,19.5,0.0,28.5,69.2,0,14.4
2025-01-02,7,3,RD-01,Wardha Road (NH-44),NMC South,6000,5335,28.7,85.5,0.0,28.2,73.9,0,52.9
2025-01-02,7,3,RD-02,Outer Ring Road,NMRDA Ring,8500,2235,47.5,29.7,1.7,29.1,82.3,0,19.9
2025-01-02,7,3,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,3690,35.0,66.2,0.0,22.6,34.5,1,40.7
2025-01-02,7,3,RD-04,Airport Road,NMC South,5600,5381,33.9,95.8,0.0,23.1,56.3,0,54.6
2025-01-02,7,3,RD-05,Amravati Road,NMC West,7200,2050,50.0,29.6,0.0,24.2,62.2,0,17.8
2025-01-02,7,3,RD-06,Kamptee Road,NMC North,6000,3211,40.9,55.4,0.4,23.5,44.5,0,28.6
2025-01-02,7,3,RD-07,Hingna Industrial Link,NMRDA West-South,4800,1623,50.9,31.2,0.0,23.9,72.1,0,20.2
2025-01-02,7,3,RD-08,Katol Road,NMC North-West,5400,2259,45.6,45.4,4.4,25.8,77.0,0,27.6
2025-01-02,7,3,RD-09,Koradi Road,NMC North,5600,3634,40.1,61.7,0.0,27.3,52.6,0,37.0
2025-01-02,7,3,RD-10,Manewada Road,NMC South-East,5000,3842,42.9,79.2,1.6,32.4,43.6,0,45.4
2025-01-02,7,3,RD-11,Besa Road,NMC South-East,4600,2643,45.7,59.9,0.0,35.8,59.8,0,28.1
2025-01-02,7,3,RD-12,Ring Road - East,NMRDA Ring,7600,2463,44.5,30.5,0.9,33.2,39.5,0,15.0
2025-01-02,8,3,RD-01,Wardha Road (NH-44),NMC South,6000,5859,30.1,101.3,0.0,27.7,63.2,0,64.1
2025-01-02,8,3,RD-02,Outer Ring Road,NMRDA Ring,8500,2486,45.1,25.3,0.1,28.5,40.4,0,12.3
2025-01-02,8,3,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,4135,39.7,74.4,0.5,28.8,81.0,0,48.2
2025-01-02,8,3,RD-04,Airport Road,NMC South,5600,6267,24.1,110.0,0.0,30.6,70.1,0,69.2
2025-01-02,8,3,RD-05,Amravati Road,NMC West,7200,2452,47.3,34.2,0.0,29.7,72.1,0,22.1
2025-01-02,8,3,RD-06,Kamptee Road,NMC North,6000,3825,39.9,62.5,1.0,25.0,52.1,0,36.4
2025-01-02,8,3,RD-07,Hingna Industrial Link,NMRDA West-South,4800,2130,46.0,43.9,0.0,32.5,83.0,0,24.2
2025-01-02,8,3,RD-08,Katol Road,NMC North-West,5400,2924,44.5,56.1,1.2,33.3,25.0,0,29.8
2025-01-02,8,3,RD-09,Koradi Road,NMC North,5600,3742,39.9,68.5,2.5,29.2,58.6,0,35.8
2025-01-02,8,3,RD-10,Manewada Road,NMC South-East,5000,4462,37.7,92.7,0.0,26.0,61.1,0,51.6
2025-01-02,8,3,RD-11,Besa Road,NMC South-East,4600,3592,39.3,79.9,0.5,25.2,64.6,0,44.1
2025-01-02,8,3,RD-12,Ring Road - East,NMRDA Ring,7600,3121,41.3,37.0,0.0,28.3,37.3,0,17.1
2025-01-02,9,3,RD-01,Wardha Road (NH-44),NMC South,6000,5777,28.2,98.4,0.3,25.7,62.3,0,62.0
2025-01-02,9,3,RD-02,Outer Ring Road,NMRDA Ring,8500,2567,46.0,31.3,1.7,19.8,73.9,0,16.8
2025-01-02,9,3,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,4283,42.0,79.1,0.4,24.6,63.6,0,49.3
2025-01-02,9,3,RD-04,Airport Road,NMC South,5600,6032,26.6,106.8,0.3,27.9,29.7,0,63.8
2025-01-02,9,3,RD-05,Amravati Road,NMC West,7200,2280,45.0,37.5,0.0,33.6,71.5,0,17.9
2025-01-02,9,3,RD-06,Kamptee Road,NMC North,6000,3537,45.8,59.4,0.8,26.7,57.9,0,39.0
2025-01-02,9,3,RD-07,Hingna Industrial Link,NMRDA West-South,4800,2033,48.4,45.7,0.0,28.6,71.8,0,27.5
2025-01-02,9,3,RD-08,Katol Road,NMC North-West,5400,2896,39.9,56.1,0.0,25.6,45.5,0,35.8
2025-01-02,9,3,RD-09,Koradi Road,NMC North,5600,3924,40.0,74.0,0.0,26.8,91.8,0,44.5
2025-01-02,9,3,RD-10,Manewada Road,NMC South-East,5000,4514,37.4,97.9,2.9,24.2,75.1,0,57.5
2025-01-02,9,3,RD-11,Besa Road,NMC South-East,4600,3185,41.9,75.2,2.8,27.0,39.0,0,38.3
2025-01-02,9,3,RD-12,Ring Road - East,NMRDA Ring,7600,2999,41.1,44.2,1.1,30.1,67.1,0,26.2
2025-01-02,10,3,RD-01,Wardha Road (NH-44),NMC South,6000,5478,35.3,99.5,3.5,26.9,75.4,0,61.0
2025-01-02,10,3,RD-02,Outer Ring Road,NMRDA Ring,8500,2946,46.5,31.8,0.0,24.7,29.0,0,14.8
2025-01-02,10,3,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,4144,38.5,77.6,0.0,32.4,69.8,0,44.5
2025-01-02,10,3,RD-04,Airport Road,NMC South,5600,6749,20.0,110.0,0.0,26.9,71.2,1,76.8
2025-01-02,10,3,RD-05,Amravati Road,NMC West,7200,2114,47.1,25.7,5.2,31.4,62.0,0,17.3
2025-01-02,10,3,RD-06,Kamptee Road,NMC North,6000,3843,40.1,66.1,0.9,22.8,59.3,0,39.4
2025-01-02,10,3,RD-07,Hingna Industrial Link,NMRDA West-South,4800,2078,48.1,44.6,0.0,28.8,64.7,0,26.1
2025-01-02,10,3,RD-08,Katol Road,NMC North-West,5400,2991,48.1,58.6,0.3,21.0,95.0,0,35.6
2025-01-02,10,3,RD-09,Koradi Road,NMC North,5600,3595,44.1,63.8,2.0,34.9,66.9,0,38.8
2025-01-02,10,3,RD-10,Manewada Road,NMC South-East,5000,4362,36.5,83.4,0.1,30.0,50.3,0,48.6
2025-01-02,10,3,RD-11,Besa Road,NMC South-East,4600,3269,41.8,72.3,0.6,27.6,65.1,0,42.9
2025-01-02,10,3,RD-12,Ring Road - East,NMRDA Ring,7600,3109,46.0,42.6,0.0,33.3,60.9,0,23.4
2025-01-02,11,3,RD-01,Wardha Road (NH-44),NMC South,6000,5067,34.3,85.9,0.0,31.6,57.1,0,52.2
2025-01-02,11,3,RD-02,Outer Ring Road,NMRDA Ring,8500,2146,43.7,25.5,5.3,22.1,88.8,0,16.7
2025-01-02,11,3,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,3680,41.8,73.7,0.1,26.2,53.3,0,40.4
2025-01-02,11,3,RD-04,Airport Road,NMC South,5600,4842,40.3,88.4,3.6,38.0,63.7,0,55.0
2025-01-02,11,3,RD-05,Amravati Road,NMC West,7200,2044,46.0,19.3,1.0,21.7,69.5,0,11.0
2025-01-02,11,3,RD-06,Kamptee Road,NMC North,6000,3047,41.6,52.5,0.0,31.0,49.2,0,29.6
2025-01-02,11,3,RD-07,Hingna Industrial Link,NMRDA West-South,4800,1704,48.2,35.8,0.0,25.3,57.5,0,23.2
2025-01-02,11,3,RD-08,Katol Road,NMC North-West,5400,2486,42.6,45.7,0.2,29.7,71.6,0,24.6
2025-01-02,11,3,RD-09,Koradi Road,NMC North,5600,3282,41.4,62.8,2.0,33.2,56.5,0,35.1
2025-01-02,11,3,RD-10,Manewada Road,NMC South-East,5000,3937,41.8,79.8,0.0,24.6,77.9,0,45.8
2025-01-02,11,3,RD-11,Besa Road,NMC South-East,4600,2917,43.8,64.0,0.0,28.9,46.1,0,38.9
2025-01-02,11,3,RD-12,Ring Road - East,NMRDA Ring,7600,2627,49.6,39.2,0.0,23.8,72.8,0,25.7
2025-01-02,12,3,RD-01,Wardha Road (NH-44),NMC South,6000,3223,41.3,51.5,0.5,32.7,53.2,0,31.2
2025-01-02,12,3,RD-02,Outer Ring Road,NMRDA Ring,8500,1538,50.3,19.5,0.0,20.3,77.0,0,9.9
2025-01-02,12,3,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,2482,43.1,45.1,0.0,23.6,88.8,0,29.8
2025-01-02,12,3,RD-04,Airport Road,NMC South,5600,3282,42.8,56.5,1.7,29.7,48.3,0,37.4
2025-01-02,12,3,RD-05,Amravati Road,NMC West,7200,1190,52.8,20.1,1.2,33.4,59.8,0,13.2
2025-01-02,12,3,RD-06,Kamptee Road,NMC North,6000,2069,48.4,36.6,0.0,26.2,55.4,0,22.6
